employee_id,transfer_date,from_agency_code,from_agency_name,to_agency_code,to_agency_name,job_grade_id,job_grade_name,employee_name,source_system,is_cross_agency,transfer_year,transfer_quarter,gold_ts
A052056,11/25/2022,B,Agency B,C,Agency C,1,Staff,Hui Chan,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A052210,12/24/2025,D,Agency D,A,Agency A,1,Staff,Ulric Johnson,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A053077,12/17/2025,F,Agency F,A,Agency A,2,Lead,Benjamin Ng,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A053171,8/13/2025,B,Agency B,G,Agency G,2,Lead,Deborah Fong,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A053300,9/12/2025,F,Agency F,D,Agency D,3,Assistant Director,Aaron Rajan,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A053843,4/11/2023,D,Agency D,B,Agency B,1,Staff,Deborah Chan,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A054953,12/6/2022,B,Agency B,G,Agency G,2,Lead,Jasmine Nair,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A055113,4/10/2024,D,Agency D,F,Agency F,1,Staff,Vishal Seah,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A056704,9/21/2024,A,Agency A,H,Agency H,1,Staff,Florence Goh,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A057607,5/10/2025,H,Agency H,F,Agency F,1,Staff,Yusuf Quek,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A057866,10/25/2021,C,Agency C,H,Agency H,2,Lead,Jasmine Tan,SYSTEM B,1,2021,4,2026-03-27T07:12:24.498Z
A059170,10/8/2025,B,Agency B,D,Agency D,1,Staff,Kevin Rahman,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A059235,2/11/2023,A,Agency A,F,Agency F,4,Deputy Director,Kavitha Tay,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A059269,9/22/2025,B,Agency B,G,Agency G,3,Assistant Director,Zara Chong,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A059816,11/18/2025,A,Agency A,H,Agency H,2,Lead,Suresh Yang,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A061307,12/26/2025,F,Agency F,C,Agency C,4,Deputy Director,Arun Chee,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A061703,12/25/2025,H,Agency H,F,Agency F,2,Lead,Michael Patel,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A062359,2/21/2024,D,Agency D,H,Agency H,1,Staff,Grace Wee,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A062943,5/29/2022,D,Agency D,A,Agency A,2,Lead,Kevin Ng,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A063075,1/2/2026,C,Agency C,H,Agency H,1,Staff,Yi Yeo,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A063631,6/25/2023,B,Agency B,C,Agency C,2,Lead,Leonard Reddy,SYSTEM B,1,2023,2,2026-03-27T07:12:24.498Z
A063661,7/13/2022,A,Agency A,F,Agency F,1,Staff,Zachary Chan,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A063724,11/21/2024,B,Agency B,H,Agency H,1,Staff,Helena Low,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A064093,12/8/2025,A,Agency A,D,Agency D,1,Staff,Pooja Quek,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A064141,6/20/2024,C,Agency C,F,Agency F,1,Staff,Irene Johnson,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A064213,11/5/2022,B,Agency B,H,Agency H,4,Deputy Director,Kavitha Liu,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A065294,4/6/2024,C,Agency C,G,Agency G,1,Staff,Henry Liang,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A065851,8/3/2024,B,Agency B,C,Agency C,1,Staff,Uma Chen,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A066569,3/2/2023,D,Agency D,F,Agency F,3,Assistant Director,Nathan Goh,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A067052,9/18/2024,F,Agency F,A,Agency A,2,Lead,Rita Patel,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A067727,10/12/2025,A,Agency A,D,Agency D,1,Staff,Yvonne Kwek,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A067991,12/23/2025,F,Agency F,A,Agency A,2,Lead,Grace Ho,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A069142,2/19/2022,F,Agency F,G,Agency G,1,Staff,Jun Ong,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A069324,11/24/2025,B,Agency B,H,Agency H,1,Staff,Xerxes Zhao,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A070287,7/31/2024,D,Agency D,A,Agency A,3,Assistant Director,Patricia Wilson,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A070724,6/27/2022,D,Agency D,B,Agency B,1,Staff,Yvonne Rao,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A070889,7/11/2025,F,Agency F,D,Agency D,2,Lead,Deborah Martinez,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A071455,9/7/2024,H,Agency H,G,Agency G,1,Staff,Michael Koh,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A072053,3/3/2022,F,Agency F,C,Agency C,1,Staff,Irene Smith,SYSTEM B,1,2022,1,2026-03-27T07:12:24.498Z
A072219,5/11/2022,A,Agency A,C,Agency C,2,Lead,Rizal Liang,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A072734,2/18/2024,B,Agency B,D,Agency D,1,Staff,Peter Kumar,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A072827,4/26/2022,C,Agency C,H,Agency H,2,Lead,Rajan Kaur,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A073336,10/20/2025,A,Agency A,F,Agency F,1,Staff,Ivan Kwong,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A073565,10/22/2025,A,Agency A,F,Agency F,1,Staff,Sunita Rao,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A073567,8/31/2024,A,Agency A,F,Agency F,2,Lead,Uma Khoo,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A000359,4/24/2023,D,Agency D,G,Agency G,4,Deputy Director,Nathan Smith,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A003915,2/26/2024,D,Agency D,F,Agency F,1,Staff,Rita Brown,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A004235,4/24/2023,B,Agency B,A,Agency A,2,Lead,Xavier Chen,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A004292,3/14/2023,B,Agency B,G,Agency G,1,Staff,Marcus Lim,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A004759,11/8/2025,A,Agency A,G,Agency G,4,Deputy Director,Lily Tan,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A005374,5/30/2024,F,Agency F,G,Agency G,1,Staff,Charles Sharma,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A008824,1/10/2024,F,Agency F,G,Agency G,1,Staff,Suresh Yang,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A009433,5/21/2025,D,Agency D,C,Agency C,1,Staff,Suresh Low,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A010101,12/19/2023,F,Agency F,A,Agency A,2,Lead,Yi Ng,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A010108,11/14/2022,A,Agency A,H,Agency H,3,Assistant Director,Brenda Garcia,SYSTEM A,1,2022,4,2026-03-27T07:12:24.498Z
A011514,5/3/2024,D,Agency D,C,Agency C,2,Lead,Steven Kwek,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A013796,10/7/2024,B,Agency B,G,Agency G,2,Lead,Xena Leong,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A014766,4/11/2025,C,Agency C,A,Agency A,2,Lead,Winifred Cheong,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A016471,11/18/2025,A,Agency A,F,Agency F,3,Assistant Director,Uma Malik,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A016816,11/14/2025,G,Agency G,A,Agency A,1,Staff,Fang Anderson,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A016862,1/4/2026,D,Agency D,F,Agency F,4,Deputy Director,Marcus Tan,SYSTEM A,1,2026,1,2026-03-27T07:12:24.498Z
A016981,12/19/2025,A,Agency A,D,Agency D,3,Assistant Director,Benjamin Sharma,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A017503,1/4/2023,A,Agency A,H,Agency H,1,Staff,Nancy Ahmad,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A017765,12/23/2025,A,Agency A,H,Agency H,2,Lead,Quentin Chen,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A018421,11/25/2025,B,Agency B,C,Agency C,2,Lead,Nancy Zhao,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A019047,12/20/2025,B,Agency B,F,Agency F,1,Staff,Fang Sim,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A019258,1/11/2023,H,Agency H,G,Agency G,1,Staff,Edward Heng,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A019454,12/28/2025,A,Agency A,D,Agency D,3,Assistant Director,Rita Fong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A019472,9/10/2024,A,Agency A,H,Agency H,1,Staff,David Nair,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A020049,5/27/2024,G,Agency G,C,Agency C,1,Staff,Kevin Fong,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A022196,7/27/2022,C,Agency C,D,Agency D,5,Director,Rohit Chew,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A024437,11/5/2021,A,Agency A,G,Agency G,3,Assistant Director,Vishal Huang,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
A026482,6/13/2023,B,Agency B,H,Agency H,1,Staff,Gerald Liang,SYSTEM A,1,2023,2,2026-03-27T07:12:24.498Z
A026810,3/26/2025,A,Agency A,B,Agency B,2,Lead,Wayne Goh,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A027497,9/15/2023,F,Agency F,C,Agency C,1,Staff,Rachel Patel,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A027835,2/10/2024,B,Agency B,D,Agency D,1,Staff,Samuel Wilson,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A037480,11/8/2023,A,Agency A,H,Agency H,3,Assistant Director,Kavitha Wu,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A038762,11/26/2023,A,Agency A,B,Agency B,1,Staff,Betty Singh,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A041170,5/5/2025,F,Agency F,B,Agency B,3,Assistant Director,Xerxes Wong,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A041743,1/31/2025,G,Agency G,A,Agency A,1,Staff,Jing Ahmad,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A045366,2/18/2024,F,Agency F,A,Agency A,1,Staff,Kenneth Fong,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A046405,12/12/2023,D,Agency D,C,Agency C,1,Staff,Uma Smith,SYSTEM A,1,2023,4,2026-03-27T07:12:24.498Z
A046441,3/3/2022,F,Agency F,G,Agency G,1,Staff,Farah Teo,SYSTEM A,1,2022,1,2026-03-27T07:12:24.498Z
A046489,12/4/2025,C,Agency C,A,Agency A,2,Lead,Hafiz Anderson,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A049384,4/15/2022,B,Agency B,D,Agency D,1,Staff,James Yang,SYSTEM A,1,2022,2,2026-03-27T07:12:24.498Z
A049424,7/26/2023,D,Agency D,C,Agency C,1,Staff,Sunita Chan,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A049524,5/13/2022,D,Agency D,G,Agency G,2,Lead,Leonard Fong,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A049685,10/31/2022,B,Agency B,H,Agency H,1,Staff,Marcus Yap,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A050607,5/18/2024,A,Agency A,B,Agency B,1,Staff,Amirah Ong,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A050871,12/2/2024,B,Agency B,H,Agency H,1,Staff,Ying Lin,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A052113,1/29/2024,A,Agency A,B,Agency B,1,Staff,Hafiz Reddy,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A055621,2/23/2024,G,Agency G,H,Agency H,2,Lead,David Tan,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A057111,2/15/2025,F,Agency F,D,Agency D,2,Lead,Pooja Pillai,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A057329,8/6/2022,H,Agency H,G,Agency G,4,Deputy Director,Rajan Pillai,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A058694,7/9/2024,F,Agency F,D,Agency D,1,Staff,Nancy Pillai,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A058808,12/27/2025,C,Agency C,D,Agency D,4,Deputy Director,Marcus Mok,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A061555,8/16/2023,D,Agency D,C,Agency C,1,Staff,Alice Seah,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A062220,10/1/2024,G,Agency G,A,Agency A,3,Assistant Director,Peter Yusof,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A062599,1/2/2026,B,Agency B,D,Agency D,1,Staff,Priya Nair,SYSTEM B,1,2026,1,2026-03-27T07:12:24.498Z
A062864,10/13/2025,F,Agency F,H,Agency H,1,Staff,Farah Ho,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A063178,12/17/2025,D,Agency D,A,Agency A,1,Staff,Florence Kumar,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A063495,9/29/2025,B,Agency B,C,Agency C,2,Lead,Andre Tan,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A063720,11/25/2024,B,Agency B,C,Agency C,1,Staff,Victor Williams,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A065374,1/22/2024,F,Agency F,A,Agency A,1,Staff,Quinn Williams,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A065876,3/6/2023,A,Agency A,G,Agency G,1,Staff,Leonard Yusof,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A066101,8/23/2022,F,Agency F,C,Agency C,1,Staff,Ivan Pillai,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A066229,10/10/2024,C,Agency C,G,Agency G,4,Deputy Director,Pooja Brown,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A067013,1/20/2024,C,Agency C,G,Agency G,3,Assistant Director,Mary Tay,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A067395,3/31/2025,D,Agency D,G,Agency G,1,Staff,Nathan Foo,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A067563,12/7/2022,F,Agency F,H,Agency H,1,Staff,Leonard Loh,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A068872,3/13/2023,F,Agency F,H,Agency H,5,Director,Calvin Fong,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A070617,6/1/2024,B,Agency B,H,Agency H,1,Staff,Helena Pillai,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A070666,7/9/2023,D,Agency D,H,Agency H,1,Staff,Nathan Reddy,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A072068,10/8/2025,H,Agency H,F,Agency F,2,Lead,Betty Chan,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A072338,9/26/2025,D,Agency D,A,Agency A,1,Staff,Wendy Martinez,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A073443,12/19/2025,B,Agency B,F,Agency F,2,Lead,Ramesh Huang,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A073633,8/27/2025,A,Agency A,D,Agency D,1,Staff,Mei Wu,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A073822,8/19/2024,A,Agency A,C,Agency C,2,Lead,Florence Ahmad,SYSTEM B,1,2024,3,2026-03-27T07:12:24.498Z
A073922,2/18/2023,A,Agency A,B,Agency B,2,Lead,Teresa Johnson,SYSTEM B,1,2023,1,2026-03-27T07:12:24.498Z
A000340,11/7/2025,D,Agency D,B,Agency B,1,Staff,Kenneth Singh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A001096,3/11/2025,A,Agency A,D,Agency D,1,Staff,Mary Goh,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A009164,9/2/2025,D,Agency D,F,Agency F,2,Lead,Rajan Koh,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A010028,9/30/2022,D,Agency D,F,Agency F,2,Lead,Jing Sharma,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A010180,2/7/2025,G,Agency G,H,Agency H,2,Lead,Noor Smith,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A012428,9/21/2023,C,Agency C,B,Agency B,1,Staff,Alice Mok,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A013251,8/26/2022,A,Agency A,G,Agency G,1,Staff,Mary Ong,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A014137,1/21/2025,A,Agency A,H,Agency H,2,Lead,Suresh Lau,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A014711,3/29/2025,B,Agency B,A,Agency A,1,Staff,Preethi Kwek,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A015429,10/11/2025,A,Agency A,C,Agency C,2,Lead,Brenda Pillai,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A017508,8/1/2023,F,Agency F,A,Agency A,1,Staff,Marcus Zhao,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A019242,10/25/2024,F,Agency F,C,Agency C,3,Assistant Director,Diana Phua,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A019849,10/13/2025,A,Agency A,B,Agency B,1,Staff,Kavitha Chong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A020534,11/2/2025,A,Agency A,H,Agency H,2,Lead,Quentin Hassan,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A021604,12/10/2025,B,Agency B,F,Agency F,2,Lead,Florence Singh,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A022197,2/20/2023,B,Agency B,F,Agency F,3,Assistant Director,Brenda Hassan,SYSTEM A,1,2023,1,2026-03-27T07:12:24.498Z
A024808,7/2/2023,F,Agency F,H,Agency H,1,Staff,Grace Tan,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A028191,1/1/2022,F,Agency F,A,Agency A,1,Staff,Gerald Yang,SYSTEM A,1,2022,1,2026-03-27T07:12:24.498Z
A029868,12/31/2025,B,Agency B,A,Agency A,1,Staff,Diana Rajan,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A031804,7/7/2024,D,Agency D,B,Agency B,1,Staff,Henry Cheong,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A031859,10/29/2025,A,Agency A,F,Agency F,4,Deputy Director,Thomas Leong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A033360,4/3/2024,B,Agency B,G,Agency G,1,Staff,Ulric Davis,SYSTEM A,1,2024,2,2026-03-27T07:12:24.498Z
A036215,4/16/2025,B,Agency B,D,Agency D,3,Assistant Director,Arjun Smith,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A038736,11/14/2024,C,Agency C,G,Agency G,1,Staff,Zara Kwong,SYSTEM A,1,2024,4,2026-03-27T07:12:24.498Z
A041240,9/22/2024,F,Agency F,G,Agency G,1,Staff,Kai Patel,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A041322,1/30/2024,F,Agency F,C,Agency C,1,Staff,Xavier Quek,SYSTEM A,1,2024,1,2026-03-27T07:12:24.498Z
A041985,2/1/2022,C,Agency C,H,Agency H,1,Staff,Irene Kwek,SYSTEM A,1,2022,1,2026-03-27T07:12:24.498Z
A042019,9/27/2024,D,Agency D,A,Agency A,1,Staff,Xavier Fong,SYSTEM A,1,2024,3,2026-03-27T07:12:24.498Z
A045175,9/6/2023,B,Agency B,H,Agency H,3,Assistant Director,Mary Garcia,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A047600,4/2/2025,F,Agency F,H,Agency H,5,Director,Eugene Mohamed,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A047656,12/14/2025,B,Agency B,G,Agency G,1,Staff,Linda Tan,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A048804,8/3/2025,C,Agency C,A,Agency A,1,Staff,Karen Lau,SYSTEM A,1,2025,3,2026-03-27T07:12:24.498Z
A048852,4/27/2025,B,Agency B,F,Agency F,1,Staff,Leonard Heng,SYSTEM A,1,2025,2,2026-03-27T07:12:24.498Z
A050029,10/11/2022,F,Agency F,D,Agency D,1,Staff,Steven Ahmad,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A050095,7/1/2022,H,Agency H,F,Agency F,1,Staff,Rachel Chia,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A050454,12/30/2024,A,Agency A,B,Agency B,1,Staff,Rachel Heng,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A050732,12/25/2023,A,Agency A,F,Agency F,1,Staff,Kenneth Davis,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A051213,3/26/2024,B,Agency B,G,Agency G,1,Staff,Noor Wong,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A051346,11/2/2022,D,Agency D,B,Agency B,1,Staff,Gerald Patel,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A053622,10/8/2025,D,Agency D,C,Agency C,2,Lead,Omar Chua,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A053811,5/11/2024,F,Agency F,H,Agency H,3,Assistant Director,Julia Singh,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A054300,12/8/2025,B,Agency B,C,Agency C,1,Staff,Rohit Seah,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A055896,12/28/2024,C,Agency C,G,Agency G,4,Deputy Director,Betty Patel,SYSTEM B,1,2024,4,2026-03-27T07:12:24.498Z
A056450,5/20/2025,D,Agency D,A,Agency A,1,Staff,Hui Hassan,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A056672,6/5/2025,F,Agency F,B,Agency B,3,Assistant Director,Noor Rajan,SYSTEM B,1,2025,2,2026-03-27T07:12:24.498Z
A057040,8/6/2022,B,Agency B,D,Agency D,1,Staff,Ramesh Ibrahim,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A058721,11/1/2022,A,Agency A,D,Agency D,1,Staff,Olivia Wee,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A059295,11/29/2025,G,Agency G,H,Agency H,1,Staff,Hafiz Williams,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A060837,2/26/2024,A,Agency A,B,Agency B,1,Staff,Michael Tan,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A061126,3/16/2025,F,Agency F,D,Agency D,1,Staff,Deborah Tay,SYSTEM B,1,2025,1,2026-03-27T07:12:24.498Z
A061799,5/23/2022,A,Agency A,B,Agency B,1,Staff,Henry Foo,SYSTEM B,1,2022,2,2026-03-27T07:12:24.498Z
A062248,12/31/2022,B,Agency B,A,Agency A,2,Lead,Rajan Mok,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A063451,5/19/2024,A,Agency A,F,Agency F,1,Staff,Wendy Teo,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A063550,12/26/2025,C,Agency C,F,Agency F,3,Assistant Director,Rachel Sharma,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A064035,7/23/2023,F,Agency F,C,Agency C,1,Staff,Xavier Jones,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A064468,12/3/2025,C,Agency C,G,Agency G,2,Lead,Yvonne Wu,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A064930,12/17/2023,C,Agency C,A,Agency A,1,Staff,Amirah Phua,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A065021,2/21/2024,B,Agency B,F,Agency F,5,Director,Rita Ong,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A065783,4/15/2024,C,Agency C,B,Agency B,1,Staff,Steven Kaur,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A066447,9/7/2025,A,Agency A,D,Agency D,1,Staff,Rita Liu,SYSTEM B,1,2025,3,2026-03-27T07:12:24.498Z
A069194,1/1/2024,A,Agency A,F,Agency F,5,Director,Aaron Davis,SYSTEM B,1,2024,1,2026-03-27T07:12:24.498Z
A070411,9/23/2023,F,Agency F,D,Agency D,1,Staff,Rajan Koh,SYSTEM B,1,2023,3,2026-03-27T07:12:24.498Z
A071310,9/3/2022,B,Agency B,D,Agency D,1,Staff,Vanessa Yusof,SYSTEM B,1,2022,3,2026-03-27T07:12:24.498Z
A071979,6/23/2024,G,Agency G,D,Agency D,1,Staff,Wendy Loh,SYSTEM B,1,2024,2,2026-03-27T07:12:24.498Z
A073139,11/22/2023,A,Agency A,G,Agency G,2,Lead,Fang Liang,SYSTEM B,1,2023,4,2026-03-27T07:12:24.498Z
A073530,12/23/2025,B,Agency B,H,Agency H,1,Staff,Linda Ho,SYSTEM B,1,2025,4,2026-03-27T07:12:24.498Z
A073883,11/24/2022,B,Agency B,A,Agency A,1,Staff,Emily Ng,SYSTEM B,1,2022,4,2026-03-27T07:12:24.498Z
A000041,12/2/2025,B,Agency B,F,Agency F,2,Lead,Calvin Chong,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A000635,1/12/2025,F,Agency F,H,Agency H,1,Staff,Karen Rao,SYSTEM A,1,2025,1,2026-03-27T07:12:24.498Z
A002638,7/5/2022,D,Agency D,C,Agency C,4,Deputy Director,Jasmine Phua,SYSTEM A,1,2022,3,2026-03-27T07:12:24.498Z
A003266,8/9/2023,B,Agency B,G,Agency G,2,Lead,Lily Anderson,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A006715,8/28/2023,B,Agency B,D,Agency D,1,Staff,Gerald Johnson,SYSTEM A,1,2023,3,2026-03-27T07:12:24.498Z
A006754,9/6/2021,D,Agency D,H,Agency H,1,Staff,Arjun Chua,SYSTEM A,1,2021,3,2026-03-27T07:12:24.498Z
A008374,10/20/2025,A,Agency A,B,Agency B,2,Lead,Edward Jones,SYSTEM A,1,2025,4,2026-03-27T07:12:24.498Z
A008401,12/27/2021,B,Agency B,D,Agency D,1,Staff,Rachel Kwek,SYSTEM A,1,2021,4,2026-03-27T07:12:24.498Z
