employee_id,exit_date,employee_name,hire_date,gender,employment_type,agency_code,agency_name,job_grade_id,job_grade_name,exit_reason,source_system,tenure_months,is_voluntary,exit_year,exit_quarter,exit_month,gold_ts
A068524,10/14/2025,Xena Heng,4/14/2025,F,ACTIVE,A,Agency A,3,Assistant Director,Personal,SYSTEM B,6,1,2025,4,10,2026-03-27T07:12:20.414Z
A069125,2/1/2026,Deborah Zhao,9/11/2025,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,4.67741935,1,2026,1,2,2026-03-27T07:12:20.414Z
A069453,6/15/2025,Rachel Nair,11/4/2024,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,7.35483871,1,2025,2,6,2026-03-27T07:12:20.414Z
A069879,7/16/2025,Clara Huang,5/4/2024,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,14.38709677,1,2025,3,7,2026-03-27T07:12:20.414Z
A071310,2/8/2024,Vanessa Yusof,10/11/2021,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,27.90322581,1,2024,1,2,2026-03-27T07:12:20.414Z
A071979,3/3/2025,Wendy Loh,12/7/2023,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,14.87096774,1,2025,1,3,2026-03-27T07:12:20.414Z
A072286,4/3/2022,Rizal Yap,10/9/2021,M,ACTIVE,A,Agency A,2,Lead,Personal,SYSTEM B,5.80645161,1,2022,2,4,2026-03-27T07:12:20.414Z
A072742,9/5/2025,Leonard Yeo,1/6/2025,F,ACTIVE,A,Agency A,3,Assistant Director,Better Opportunity,SYSTEM B,7.96774194,1,2025,3,9,2026-03-27T07:12:20.414Z
A073700,12/21/2022,Sunita Abdullah,10/23/2021,F,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,13.93548387,1,2022,4,12,2026-03-27T07:12:20.414Z
A073883,10/1/2025,Emily Ng,2/24/2022,F,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,43.25806452,1,2025,4,10,2026-03-27T07:12:20.414Z
A000720,6/15/2024,Leonard Huang,6/21/2022,F,P,B,Agency B,1,Staff,Personal,SYSTEM A,23.80645161,1,2024,2,6,2026-03-27T07:12:20.414Z
A000804,10/15/2025,Xerxes Ong,6/4/2024,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,16.35483871,1,2025,4,10,2026-03-27T07:12:20.414Z
A002061,7/12/2025,Omar Soh,9/28/2022,F,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,33.48387097,1,2025,3,7,2026-03-27T07:12:20.414Z
A002638,4/10/2024,Jasmine Phua,2/14/2022,F,C,H,Agency H,4,Deputy Director,Better Opportunity,SYSTEM A,25.87096774,1,2024,2,4,2026-03-27T07:12:20.414Z
A006754,7/12/2024,Arjun Chua,5/23/2021,M,P,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,37.64516129,1,2024,3,7,2026-03-27T07:12:20.414Z
A009495,2/4/2023,Karen Chia,4/6/2022,F,P,A,Agency A,5,Director,Termination,SYSTEM A,9.93548387,0,2023,1,2,2026-03-27T07:12:20.414Z
A011163,10/18/2025,Leonard Chan,7/31/2025,F,C,A,Agency A,2,Lead,Personal,SYSTEM A,2.58064516,1,2025,4,10,2026-03-27T07:12:20.414Z
A012930,10/16/2024,Preethi Hassan,12/15/2022,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,22.03225806,1,2024,4,10,2026-03-27T07:12:20.414Z
A012967,7/16/2021,Steven Mok,2/19/2021,M,P,B,Agency B,2,Lead,Personal,SYSTEM A,4.90322581,1,2021,3,7,2026-03-27T07:12:20.414Z
A013811,11/29/2024,Nina Chan,5/16/2022,F,C,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,30.41935484,1,2024,4,11,2026-03-27T07:12:20.414Z
A014592,11/14/2021,Meena Abdullah,6/12/2021,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,5.06451613,1,2021,4,11,2026-03-27T07:12:20.414Z
A014771,9/17/2025,Omar Johnson,2/7/2025,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,7.32258065,1,2025,3,9,2026-03-27T07:12:20.414Z
A015228,1/28/2026,Samuel Chew,7/7/2025,F,C,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,6.67741935,1,2026,1,1,2026-03-27T07:12:20.414Z
A018133,7/7/2024,Mary Yang,4/9/2022,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,26.93548387,1,2024,3,7,2026-03-27T07:12:20.414Z
A022807,8/20/2023,Linda Heng,4/10/2022,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,16.32258065,1,2023,3,8,2026-03-27T07:12:20.414Z
A024113,7/17/2025,Patricia Ho,8/25/2023,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,22.74193548,1,2025,3,7,2026-03-27T07:12:20.414Z
A024152,1/10/2026,Amirah Kaur,12/18/2023,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,24.74193548,1,2026,1,1,2026-03-27T07:12:20.414Z
A025893,11/20/2025,Xavier Johnson,3/4/2023,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,32.51612903,1,2025,4,11,2026-03-27T07:12:20.414Z
A028823,3/1/2022,Sophia Zhang,9/14/2021,M,P,A,Agency A,1,Staff,Termination,SYSTEM A,5.58064516,0,2022,1,3,2026-03-27T07:12:20.414Z
A030257,2/5/2025,Florence Malik,7/12/2022,M,P,H,Agency H,2,Lead,Personal,SYSTEM A,30.77419355,1,2025,1,2,2026-03-27T07:12:20.414Z
A030680,12/20/2025,Edward Wang,2/21/2024,F,P,B,Agency B,1,Staff,Personal,SYSTEM A,21.96774194,1,2025,4,12,2026-03-27T07:12:20.414Z
A031227,9/21/2022,Quentin Poh,11/19/2021,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,10.06451613,1,2022,3,9,2026-03-27T07:12:20.414Z
A033606,2/1/2024,Xerxes Goh,5/30/2023,M,P,B,Agency B,1,Staff,Personal,SYSTEM A,8.06451613,1,2024,1,2,2026-03-27T07:12:20.414Z
A035546,5/24/2026,Omar Ahmad,3/26/2024,F,P,F,Agency F,2,Lead,Better Opportunity,SYSTEM A,25.93548387,1,2026,2,5,2026-03-27T07:12:20.414Z
A036497,10/9/2025,Hafiz Khoo,1/30/2023,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,32.32258065,1,2025,4,10,2026-03-27T07:12:20.414Z
A037138,9/17/2025,Nina Khoo,9/16/2023,M,P,C,Agency C,1,Staff,Termination,SYSTEM A,24.03225806,0,2025,3,9,2026-03-27T07:12:20.414Z
A039452,10/21/2025,Irene Yap,4/26/2025,M,P,B,Agency B,4,Deputy Director,Better Opportunity,SYSTEM A,5.83870968,1,2025,4,10,2026-03-27T07:12:20.414Z
A040304,7/2/2024,Diana Quek,8/30/2022,M,C,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,22.09677419,1,2024,3,7,2026-03-27T07:12:20.414Z
A042842,7/16/2022,Preethi Patel,3/19/2021,M,P,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,15.90322581,1,2022,3,7,2026-03-27T07:12:20.414Z
A046907,1/28/2026,Charles Malik,5/14/2025,F,C,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,8.4516129,1,2026,1,1,2026-03-27T07:12:20.414Z
A047624,7/8/2024,Xavier Tan,10/16/2021,M,P,F,Agency F,1,Staff,Personal,SYSTEM A,32.74193548,1,2024,3,7,2026-03-27T07:12:20.414Z
A048165,12/14/2024,Steven Ho,6/6/2023,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,18.25806452,1,2024,4,12,2026-03-27T07:12:20.414Z
A049178,11/24/2025,Wayne Seah,3/14/2025,F,P,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,8.32258065,1,2025,4,11,2026-03-27T07:12:20.414Z
A050163,5/16/2025,Vanessa Chong,8/29/2022,M,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,32.58064516,1,2025,2,5,2026-03-27T07:12:20.414Z
A050667,12/31/2025,Henry Yeo,12/19/2024,F,ACTIVE,D,Agency D,2,Lead,Personal,SYSTEM B,12.38709677,1,2025,4,12,2026-03-27T07:12:20.414Z
A051520,9/2/2024,Vincent Teo,11/17/2021,F,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,33.51612903,1,2024,3,9,2026-03-27T07:12:20.414Z
A051603,1/11/2026,Hua Yeo,7/31/2024,M,ACTIVE,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM B,17.35483871,1,2026,1,1,2026-03-27T07:12:20.414Z
A052729,12/10/2023,Farah Goh,3/28/2023,M,ACTIVE,F,Agency F,3,Assistant Director,Personal,SYSTEM B,8.41935484,1,2023,4,12,2026-03-27T07:12:20.414Z
A053033,3/29/2025,Fiona Ooi,8/6/2022,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,31.74193548,1,2025,1,3,2026-03-27T07:12:20.414Z
A053591,11/2/2025,Aaron Zhao,5/29/2025,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,5.12903226,1,2025,4,11,2026-03-27T07:12:20.414Z
A056423,6/25/2025,Teresa Chua,8/30/2024,M,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,9.83870968,1,2025,2,6,2026-03-27T07:12:20.414Z
A056701,10/18/2021,Jing Ng,6/13/2021,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,4.16129032,1,2021,4,10,2026-03-27T07:12:20.414Z
A058254,3/22/2025,Deborah Phua,12/29/2023,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,14.77419355,1,2025,1,3,2026-03-27T07:12:20.414Z
A059258,10/21/2023,Ignatius Beh,2/11/2022,F,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,20.32258065,1,2023,4,10,2026-03-27T07:12:20.414Z
A060059,10/19/2025,Ignatius Chia,9/16/2024,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,13.09677419,1,2025,4,10,2026-03-27T07:12:20.414Z
A060065,2/26/2025,Wei Phua,12/1/2024,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,2.80645161,1,2025,1,2,2026-03-27T07:12:20.414Z
A060305,1/3/2026,Mei Chong,7/19/2024,F,ACTIVE,F,Agency F,3,Assistant Director,Better Opportunity,SYSTEM B,17.48387097,1,2026,1,1,2026-03-27T07:12:20.414Z
A060928,6/27/2025,Farah Sim,3/30/2025,F,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,2.90322581,1,2025,2,6,2026-03-27T07:12:20.414Z
A061670,1/1/2026,Calvin Anderson,10/30/2025,F,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,2.06451613,1,2026,1,1,2026-03-27T07:12:20.414Z
A062394,1/21/2026,Arjun Chia,10/25/2025,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,2.87096774,1,2026,1,1,2026-03-27T07:12:20.414Z
A062494,6/18/2024,Karen Ng,1/2/2021,M,ACTIVE,F,Agency F,4,Deputy Director,Better Opportunity,SYSTEM B,41.51612903,1,2024,2,6,2026-03-27T07:12:20.414Z
A063036,5/9/2023,Rizal Lau,7/7/2021,F,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,22.06451613,1,2023,2,5,2026-03-27T07:12:20.414Z
A064016,2/11/2023,Emily Rahman,6/18/2021,M,ACTIVE,B,Agency B,1,Staff,Personal,SYSTEM B,19.77419355,1,2023,1,2,2026-03-27T07:12:20.414Z
A064601,1/10/2025,Betty Ng,2/4/2023,F,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,23.19354839,1,2025,1,1,2026-03-27T07:12:20.414Z
A064981,6/21/2025,Eugene Sharma,5/12/2024,M,ACTIVE,C,Agency C,2,Lead,Better Opportunity,SYSTEM B,13.29032258,1,2025,2,6,2026-03-27T07:12:20.414Z
A065493,12/7/2025,Rita Wong,9/27/2022,M,ACTIVE,C,Agency C,2,Lead,Better Opportunity,SYSTEM B,38.35483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A067574,12/26/2024,James Low,9/9/2022,M,ACTIVE,D,Agency D,1,Staff,Better Opportunity,SYSTEM B,27.5483871,1,2024,4,12,2026-03-27T07:12:20.414Z
A070107,3/24/2023,Calvin Ong,8/13/2021,M,ACTIVE,C,Agency C,1,Staff,Better Opportunity,SYSTEM B,19.35483871,1,2023,1,3,2026-03-27T07:12:20.414Z
A070805,6/27/2025,Clara Lau,5/11/2024,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,13.51612903,1,2025,2,6,2026-03-27T07:12:20.414Z
A071400,7/18/2022,Michael Mohamed,2/20/2022,M,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,4.93548387,1,2022,3,7,2026-03-27T07:12:20.414Z
A071647,4/26/2023,Mei Nair,11/16/2022,F,ACTIVE,F,Agency F,4,Deputy Director,Better Opportunity,SYSTEM B,5.32258065,1,2023,2,4,2026-03-27T07:12:20.414Z
A072303,11/28/2023,Hafiz Ong,4/12/2022,F,ACTIVE,A,Agency A,2,Lead,Personal,SYSTEM B,19.51612903,1,2023,4,11,2026-03-27T07:12:20.414Z
A072637,10/29/2025,Zara Beh,11/29/2024,F,ACTIVE,H,Agency H,3,Assistant Director,Better Opportunity,SYSTEM B,11,1,2025,4,10,2026-03-27T07:12:20.414Z
A073320,10/19/2025,Uma Fong,8/7/2023,M,ACTIVE,B,Agency B,4,Deputy Director,Better Opportunity,SYSTEM B,26.38709677,1,2025,4,10,2026-03-27T07:12:20.414Z
A073987,10/26/2022,Alice Mok,1/2/2022,F,ACTIVE,H,Agency H,1,Staff,Better Opportunity,SYSTEM B,9.77419355,1,2022,4,10,2026-03-27T07:12:20.414Z
A000106,4/8/2026,Nathan Phua,12/21/2025,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,3.58064516,1,2026,2,4,2026-03-27T07:12:20.414Z
A000566,7/15/2022,Wei Tay,5/12/2022,F,P,D,Agency D,1,Staff,Personal,SYSTEM A,2.09677419,1,2022,3,7,2026-03-27T07:12:20.414Z
A002811,1/7/2025,Hannah Rao,5/8/2023,M,P,H,Agency H,3,Assistant Director,Better Opportunity,SYSTEM A,19.96774194,1,2025,1,1,2026-03-27T07:12:20.414Z
A006923,5/30/2025,Kavitha Ong,5/7/2024,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,12.74193548,1,2025,2,5,2026-03-27T07:12:20.414Z
A007347,3/23/2024,Hafiz Heng,2/28/2022,F,C,C,Agency C,1,Staff,Better Opportunity,SYSTEM A,24.83870968,1,2024,1,3,2026-03-27T07:12:20.414Z
A008483,1/5/2026,Jing Kumar,10/9/2025,F,P,F,Agency F,1,Staff,Termination,SYSTEM A,2.87096774,0,2026,1,1,2026-03-27T07:12:20.414Z
A008870,2/1/2025,Wei Yeo,6/17/2023,M,P,F,Agency F,1,Staff,Better Opportunity,SYSTEM A,19.48387097,1,2025,1,2,2026-03-27T07:12:20.414Z
A009238,11/17/2022,Pooja Yeo,3/22/2022,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,7.83870968,1,2022,4,11,2026-03-27T07:12:20.414Z
A010313,4/29/2025,Marcus Sharma,12/13/2024,M,P,D,Agency D,2,Lead,Better Opportunity,SYSTEM A,4.51612903,1,2025,2,4,2026-03-27T07:12:20.414Z
A011502,4/9/2022,Leonard Low,3/30/2021,M,P,F,Agency F,2,Lead,Better Opportunity,SYSTEM A,12.32258065,1,2022,2,4,2026-03-27T07:12:20.414Z
A014123,7/23/2025,Zachary Loh,4/14/2021,M,P,C,Agency C,1,Staff,Personal,SYSTEM A,51.29032258,1,2025,3,7,2026-03-27T07:12:20.414Z
A014317,10/7/2022,Ying Koh,5/17/2022,M,T,D,Agency D,2,Lead,Better Opportunity,SYSTEM A,4.67741935,1,2022,4,10,2026-03-27T07:12:20.414Z
A014663,1/29/2024,Edward Chen,12/28/2021,F,P,B,Agency B,1,Staff,Personal,SYSTEM A,25.03225806,1,2024,1,1,2026-03-27T07:12:20.414Z
A014699,1/31/2026,Edward Yap,7/26/2025,M,P,D,Agency D,3,Assistant Director,Better Opportunity,SYSTEM A,6.16129032,1,2026,1,1,2026-03-27T07:12:20.414Z
A015126,12/11/2025,Diana Chen,8/31/2025,M,C,D,Agency D,2,Lead,Better Opportunity,SYSTEM A,3.35483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A017681,12/26/2022,Kai Lee,4/30/2021,M,P,A,Agency A,1,Staff,Personal,SYSTEM A,19.87096774,1,2022,4,12,2026-03-27T07:12:20.414Z
A020984,12/16/2025,Aaron Mok,5/5/2024,F,P,B,Agency B,1,Staff,Better Opportunity,SYSTEM A,19.35483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A023336,6/9/2022,Ulric Huang,3/1/2021,F,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,15.25806452,1,2022,2,6,2026-03-27T07:12:20.414Z
A024337,3/23/2023,Benjamin Ibrahim,4/13/2021,M,P,F,Agency F,1,Staff,Personal,SYSTEM A,23.32258065,1,2023,1,3,2026-03-27T07:12:20.414Z
A024833,10/1/2025,Pooja Mok,5/29/2025,M,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,4.09677419,1,2025,4,10,2026-03-27T07:12:20.414Z
A025292,4/11/2024,Vishal Yeo,12/2/2021,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,28.29032258,1,2024,2,4,2026-03-27T07:12:20.414Z
A025309,3/30/2026,Grace Hassan,1/15/2026,F,C,D,Agency D,0,Others,Better Opportunity,SYSTEM A,2.48387097,1,2026,1,3,2026-03-27T07:12:20.414Z
A025560,9/30/2025,Calvin Wee,6/17/2025,M,P,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,3.41935484,1,2025,3,9,2026-03-27T07:12:20.414Z
A025870,12/8/2024,Rita Mohamed,5/10/2023,M,C,H,Agency H,1,Staff,Better Opportunity,SYSTEM A,18.93548387,1,2024,4,12,2026-03-27T07:12:20.414Z
A026097,12/6/2025,Yi Martinez,9/26/2024,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,14.35483871,1,2025,4,12,2026-03-27T07:12:20.414Z
A028925,8/20/2025,Nina Kwek,11/16/2024,M,C,B,Agency B,4,Deputy Director,Termination,SYSTEM A,9.12903226,0,2025,3,8,2026-03-27T07:12:20.414Z
A029719,7/12/2025,Vishal Chong,10/21/2024,M,P,D,Agency D,1,Staff,Better Opportunity,SYSTEM A,8.70967742,1,2025,3,7,2026-03-27T07:12:20.414Z
A030485,3/17/2024,Henry Tay,8/12/2023,M,C,D,Agency D,3,Assistant Director,Personal,SYSTEM A,7.16129032,1,2024,1,3,2026-03-27T07:12:20.414Z
A030510,8/29/2025,Edward Rajan,12/31/2022,M,P,G,Agency G,1,Staff,Personal,SYSTEM A,31.93548387,1,2025,3,8,2026-03-27T07:12:20.414Z
A032676,12/14/2021,Ying Fong,7/19/2021,F,0,A,Agency A,2,Lead,Better Opportunity,SYSTEM A,4.83870968,1,2021,4,12,2026-03-27T07:12:20.414Z
A034121,8/17/2025,Yvonne Yeo,6/8/2024,M,C,C,Agency C,1,Staff,Personal,SYSTEM A,14.29032258,1,2025,3,8,2026-03-27T07:12:20.414Z
A034242,4/27/2026,George Chen,1/21/2026,M,P,B,Agency B,1,Staff,Personal,SYSTEM A,3.19354839,1,2026,2,4,2026-03-27T07:12:20.414Z
A035486,11/3/2021,Andre Liang,2/5/2021,M,P,D,Agency D,1,Staff,Health,SYSTEM A,8.93548387,0,2021,4,11,2026-03-27T07:12:20.414Z
A036179,11/18/2025,Nathan Chong,9/3/2025,F,P,G,Agency G,1,Staff,Better Opportunity,SYSTEM A,2.48387097,1,2025,4,11,2026-03-27T07:12:20.414Z
A041354,5/29/2023,Fang Kwong,2/9/2021,M,P,F,Agency F,2,Lead,Better Opportunity,SYSTEM A,27.64516129,1,2023,2,5,2026-03-27T07:12:20.414Z
A042270,1/25/2026,Oscar Kumar,5/28/2025,F,P,A,Agency A,1,Staff,Personal,SYSTEM A,7.90322581,1,2026,1,1,2026-03-27T07:12:20.414Z
A042598,7/7/2022,Vincent Davis,12/18/2021,F,P,B,Agency B,2,Lead,Better Opportunity,SYSTEM A,6.64516129,1,2022,3,7,2026-03-27T07:12:20.414Z
A044743,2/20/2023,Fiona Wong,10/11/2021,F,P,A,Agency A,1,Staff,Better Opportunity,SYSTEM A,16.29032258,1,2023,1,2,2026-03-27T07:12:20.414Z
A046836,7/11/2024,Charles Chew,8/9/2022,M,P,A,Agency A,1,Staff,Personal,SYSTEM A,23.06451613,1,2024,3,7,2026-03-27T07:12:20.414Z
A048632,4/27/2026,Ulric Khoo,5/13/2023,M,C,B,Agency B,3,Assistant Director,Better Opportunity,SYSTEM A,35.4516129,1,2026,2,4,2026-03-27T07:12:20.414Z
A049402,9/22/2025,Kevin Nair,7/17/2025,F,P,F,Agency F,3,Assistant Director,Personal,SYSTEM A,2.16129032,1,2025,3,9,2026-03-27T07:12:20.414Z
A050048,6/23/2025,Emily Liang,9/20/2024,F,ACTIVE,C,Agency C,1,Staff,Personal,SYSTEM B,9.09677419,1,2025,2,6,2026-03-27T07:12:20.414Z
A051424,1/18/2025,Marcus Abdullah,2/15/2024,F,ACTIVE,B,Agency B,2,Lead,Better Opportunity,SYSTEM B,11.09677419,1,2025,1,1,2026-03-27T07:12:20.414Z
A051661,1/6/2026,Tina Ismail,3/28/2024,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,21.29032258,1,2026,1,1,2026-03-27T07:12:20.414Z
A051671,12/17/2022,Oscar Chia,5/8/2021,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,19.29032258,1,2022,4,12,2026-03-27T07:12:20.414Z
A052160,12/4/2025,Oscar Chan,8/1/2024,F,ACTIVE,C,Agency C,4,Deputy Director,Better Opportunity,SYSTEM B,16.09677419,1,2025,4,12,2026-03-27T07:12:20.414Z
A052674,4/9/2025,Hua Reddy,9/3/2022,M,ACTIVE,G,Agency G,2,Lead,Termination,SYSTEM B,31.19354839,0,2025,2,4,2026-03-27T07:12:20.414Z
A052949,1/20/2025,Winifred Jones,6/22/2022,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,30.93548387,1,2025,1,1,2026-03-27T07:12:20.414Z
A052955,3/1/2023,Arjun Poh,9/13/2021,F,ACTIVE,H,Agency H,3,Assistant Director,Better Opportunity,SYSTEM B,17.61290323,1,2023,1,3,2026-03-27T07:12:20.414Z
A053909,1/21/2026,Amirah Kaur,10/26/2025,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,2.83870968,1,2026,1,1,2026-03-27T07:12:20.414Z
A053918,10/30/2024,Grace Phua,6/26/2023,F,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,16.12903226,1,2024,4,10,2026-03-27T07:12:20.414Z
A054592,8/4/2023,Quentin Ho,3/10/2021,F,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,28.80645161,1,2023,3,8,2026-03-27T07:12:20.414Z
A054907,10/9/2022,Rita Koh,7/25/2021,F,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,14.48387097,1,2022,4,10,2026-03-27T07:12:20.414Z
A055789,11/3/2022,Leonard Rajan,3/5/2022,F,ACTIVE,D,Agency D,1,Staff,Termination,SYSTEM B,7.93548387,0,2022,4,11,2026-03-27T07:12:20.414Z
A057481,4/30/2025,Arun Jones,12/23/2023,M,ACTIVE,D,Agency D,3,Assistant Director,Personal,SYSTEM B,16.22580645,1,2025,2,4,2026-03-27T07:12:20.414Z
A057486,9/10/2025,Arjun Malik,12/11/2024,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,8.96774194,1,2025,3,9,2026-03-27T07:12:20.414Z
A057683,5/2/2025,Hafiz Heng,12/27/2024,M,ACTIVE,G,Agency G,1,Staff,Better Opportunity,SYSTEM B,4.19354839,1,2025,2,5,2026-03-27T07:12:20.414Z
A058760,4/8/2024,Deepa Chen,5/29/2022,M,ACTIVE,D,Agency D,1,Staff,Personal,SYSTEM B,22.32258065,1,2024,2,4,2026-03-27T07:12:20.414Z
A058832,4/3/2023,Hui Chew,2/23/2022,F,ACTIVE,D,Agency D,2,Lead,Better Opportunity,SYSTEM B,13.35483871,1,2023,2,4,2026-03-27T07:12:20.414Z
A059143,11/8/2021,Rui Reddy,8/7/2021,M,ACTIVE,C,Agency C,2,Lead,Personal,SYSTEM B,3.03225806,1,2021,4,11,2026-03-27T07:12:20.414Z
A059154,10/6/2021,Zhen Foo,6/26/2021,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,3.35483871,1,2021,4,10,2026-03-27T07:12:20.414Z
A059347,4/13/2024,Preethi Rao,2/12/2022,M,ACTIVE,F,Agency F,1,Staff,Better Opportunity,SYSTEM B,26.03225806,1,2024,2,4,2026-03-27T07:12:20.414Z
A059921,2/14/2025,Noor Chong,9/20/2024,M,ACTIVE,A,Agency A,1,Staff,Health,SYSTEM B,4.80645161,0,2025,1,2,2026-03-27T07:12:20.414Z
A060089,12/4/2025,Zachary Kumar,11/12/2024,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,12.74193548,1,2025,4,12,2026-03-27T07:12:20.414Z
A063055,5/29/2025,Gerald Chong,5/11/2024,M,ACTIVE,G,Agency G,4,Deputy Director,Personal,SYSTEM B,12.58064516,1,2025,2,5,2026-03-27T07:12:20.414Z
A063244,7/18/2023,Jasmine Goh,8/14/2021,M,ACTIVE,A,Agency A,1,Staff,Personal,SYSTEM B,23.12903226,1,2023,3,7,2026-03-27T07:12:20.414Z
A063985,3/27/2023,Fang Chong,8/6/2021,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,19.67741935,1,2023,1,3,2026-03-27T07:12:20.414Z
A064859,1/6/2026,Mei Martinez,6/16/2025,M,ACTIVE,A,Agency A,2,Lead,Better Opportunity,SYSTEM B,6.67741935,1,2026,1,1,2026-03-27T07:12:20.414Z
A066186,1/6/2026,Vincent Rajan,11/22/2024,M,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,13.48387097,1,2026,1,1,2026-03-27T07:12:20.414Z
A066790,8/25/2025,Oscar Seah,7/18/2023,M,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,25.22580645,1,2025,3,8,2026-03-27T07:12:20.414Z
A067009,6/15/2025,Helena Chew,2/11/2025,F,ACTIVE,B,Agency B,1,Staff,Better Opportunity,SYSTEM B,4.12903226,1,2025,2,6,2026-03-27T07:12:20.414Z
A067869,7/24/2023,Sunita Lin,1/28/2021,M,ACTIVE,F,Agency F,4,Deputy Director,Better Opportunity,SYSTEM B,29.87096774,1,2023,3,7,2026-03-27T07:12:20.414Z
A068053,1/17/2024,Fang Kumar,3/30/2023,F,ACTIVE,C,Agency C,2,Lead,Better Opportunity,SYSTEM B,9.58064516,1,2024,1,1,2026-03-27T07:12:20.414Z
A068265,2/4/2026,Vincent Mok,12/5/2025,F,ACTIVE,A,Agency A,1,Staff,Better Opportunity,SYSTEM B,1.96774194,1,2026,1,2,2026-03-27T07:12:20.414Z
A068608,9/25/2024,Amirah Beh,9/15/2022,M,ACTIVE,F,Agency F,1,Staff,Health,SYSTEM B,24.32258065,0,2024,3,9,2026-03-27T07:12:20.414Z
